,securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
54,Alteogen Inc,0P0001528W,0P0001528W,E,0.36639,21236.0,7281127.0,132.0,South Korea,196170,38.56,,2,Overvalued,,Healthcare,healthcare,"{'trend': [7164872.0, 6682611.0, 6889015.0, 7281127.0]}",Equity,KR7196170005,,,,,,2020-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,34.4896,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,KOR,South Korean Won,7281127.22,False
55,Link Real Estate Investment Trust,0P0000CMHW,0P0000CMHW,ER,0.36519,1393400.0,7257254.0,8800.0,Hong Kong,00823,11.0484,13.5685,4,Undervalued,None,Real Estate,realEstate,"{'trend': [8028946.0, 7384499.0, 7118400.0, 7257254.0]}",Equity,HK0823032773,,,,,,2019-10-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,7.8252,5.0,2025-12-03T06:00:00.000,Negligible,,,5,Qual,ST,HKG,Hong Kong Dollar,7257254.32,False
56,HD Hyundai Electric,0P0001AFHI,0P0001AFHI,E,0.36449,11862.0,7243334.0,72.0,South Korea,267260,132.2637,,1,Overvalued,,Industrials,industrials,"{'trend': [4408858.0, 4194354.0, 4890617.0, 7243334.0]}",Equity,KR7267260008,,,,,,2024-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,24.1753,3.0,2025-12-03T06:00:00.000,Medium,,,1,Quan,ST,KOR,South Korean Won,7243333.92,False
57,Santos Ltd,0P00006WWB,0P00006WWB,E,0.36336,1748023.0,7220806.0,10844.0,Australia,STO,2.5715,10.6157,4,Undervalued,None,Energy,energy,"{'trend': [9119664.0, 9156611.0, 7748352.0, 7220806.0]}",Equity,AU000000STO6,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,36.3734,2.0,2025-12-03T06:00:00.000,High,,,5,Qual,ST,AUS,Australian Dollar,7220805.57,False
58,Hang Seng Bank Ltd,0P00009RP8,0P00009RP8,E,0.36307,369900.0,7215054.0,1800.0,Hong Kong,00011,66.8577,14.7929,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [5562115.0, 5251448.0, 5606376.0, 7215054.0]}",Equity,HK0011000095,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,17.4156,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,HKG,Hong Kong Dollar,7215053.65,False
59,Samsung Heavy Industries Co Ltd,0P0000BCJM,0P0000BCJM,E,0.356,341103.0,7074640.0,2140.0,South Korea,010140,136.9369,16.6389,2,Overvalued,,Industrials,industrials,"{'trend': [4811815.0, 5206163.0, 5290823.0, 7074640.0]}",Equity,KR7010140002,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,22.113,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,7074640.22,False
60,Hyundai Mobis Co Ltd,0P0000BYMO,0P0000BYMO,E,0.34906,31276.0,6936807.0,184.0,South Korea,012330,55.7809,7.9936,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [6935870.0, 7251330.0, 6614848.0, 6936807.0]}",Equity,KR7012330007,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,12.7569,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,6936807.16,False
61,LG Chem Ltd,0P0000CM4T,0P0000CM4T,E,0.34712,24725.0,6898184.0,156.0,South Korea,051910,39.2523,19.8807,3,Fairly Valued,,Basic Materials,basicMaterials,"{'trend': [5539747.0, 4946197.0, 4868096.0, 6898184.0]}",Equity,KR7051910008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,21.5441,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,6898183.89,False
62,Telstra Group Ltd,0P00006WZD,0P00006WZD,E,0.34574,2150660.0,6870696.0,12164.0,Australia,TLS,25.5583,24.57,4,Undervalued,Narrow,Communication Services,communicationsServices,"{'trend': [7170147.0, 6923204.0, 6831329.0, 6870696.0]}",Equity,AU000000TLS2,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,17.3793,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,6870695.94,False
63,Computershare Ltd,0P00006WEP,0P00006WEP,E,0.34228,284121.0,6802013.0,1796.0,Australia,CPU,6.8224,24.5098,3,Fairly Valued,Wide,Financial Services,financialService,"{'trend': [8021043.0, 7152472.0, 6790254.0, 6802013.0]}",Equity,AU000000CPU5,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,19.7538,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,6802012.79,False
64,Samsung C&T Corp,0P000153Q7,0P000153Q7,E,0.34038,42643.0,6764217.0,252.0,South Korea,028260,117.0177,,2,Overvalued,,Industrials,industrials,"{'trend': [5083432.0, 4888982.0, 5577405.0, 6764217.0]}",Equity,KR7028260008,,,,,,2014-12-31T06:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,20.0461,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,6764216.88,False
65,Fisher & Paykel Healthcare Corp Ltd,0P0000B135,0P0000B135,E,0.33271,311214.0,6611838.0,1812.0,New Zealand,FPH,3.47,44.0529,1,Overvalued,Narrow,Healthcare,healthcare,"{'trend': [6470624.0, 6228409.0, 6656190.0, 6611838.0]}",Equity,NZFAPE0001S2,,,,,,2013-05-31T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,20.8728,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,NZL,New Zealand Dollar,6611838.2,False
66,Cochlear Ltd,0P00006WE9,0P00006WE9,E,0.33257,35156.0,6608951.0,216.0,Australia,COH,-7.8311,38.7597,2,Overvalued,Wide,Healthcare,healthcare,"{'trend': [7414840.0, 6920387.0, 6466448.0, 6608951.0]}",Equity,AU000000COH5,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,17.298,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,6608951.27,False
67,Hanwha Ocean,0P0000CMCI,0P0000CMCI,E,0.32834,67562.0,6525026.0,396.0,South Korea,042660,244.1931,25.0627,2,Overvalued,,Industrials,industrials,"{'trend': [4459852.0, 4302363.0, 5280218.0, 6525026.0]}",Equity,KR7042660001,,,,,,2019-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,36.1231,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,KOR,South Korean Won,6525026.29,False
68,Woori Financial Group Inc,0P0001FU10,0P0001FU10,E,0.32792,365534.0,6516626.0,2288.0,South Korea,316140,83.3228,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [6723038.0, 6513949.0, 6718388.0, 6516626.0]}",Equity,KR7316140003,,,,,,2019-02-28T06:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,22.0456,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,6516626.5,False
69,James Hardie Industries PLC,0P00006WMI,0P00006WMI,E,0.32246,303897.0,6408056.0,1904.0,United States,JHX,-43.8561,16.2338,4,Undervalued,Wide,Basic Materials,basicMaterials,"{'trend': [8316568.0, 6172781.0, 5620095.0, 6408056.0]}",Equity,AU000000JHX1,,,,,,2013-07-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,25.6859,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,IRL,Australian Dollar,6408055.83,True
70,Hyundai Rotem Co,0P0000ZTIO,0P0000ZTIO,E,0.31765,39018.0,6312440.0,232.0,South Korea,064350,275.8308,,1,Overvalued,,Industrials,industrials,"{'trend': [6054049.0, 6312440.0, None, None]}",Equity,KR7064350002,,,,,,2025-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,19.7455,4.0,2025-12-03T06:00:00.000,Low,,,1,Quan,ST,KOR,South Korean Won,6312440.08,False
71,Insurance Australia Group Ltd,0P00006WLV,0P00006WLV,E,0.31557,1218773.0,6271256.0,7592.0,Australia,IAG,-2.8708,16.3399,2,Overvalued,None,Financial Services,financialService,"{'trend': [7082593.0, 6926190.0, 6582223.0, 6271256.0]}",Equity,AU000000IAG3,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.7934,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,6271255.86,False
72,Lenovo Group Ltd,0P00009S53,0P00009S53,E,0.30611,4162000.0,6083261.0,24000.0,China,00992,6.3224,9.5877,4,Undervalued,None,Technology,technology,"{'trend': [5520234.0, 5895424.0, 6142859.0, 6083261.0]}",Equity,HK0992009065,,,,,,2019-03-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,13.5045,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,HKG,Hong Kong Dollar,6083260.85,False
73,Keppel Ltd,0P0000A683,0P0000A683,E,0.29885,758500.0,5938849.0,4800.0,Singapore,BN4,53.0435,20.2429,2,Overvalued,None,Industrials,industrials,"{'trend': [5070183.0, 5139517.0, 5214865.0, 5938849.0]}",Equity,SG1U68934629,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,28.7749,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,SGP,Singapore Dollar,5938848.98,False
74,Jardine Matheson Holdings Ltd,0P0000A60D,0P00007OI8,E,0.29209,98800.0,5804500.0,800.0,Singapore,J36,62.4072,,4,Undervalued,,Industrials,industrials,"{'trend': [5981941.0, 6452835.0, 6174000.0, 5804500.0]}",Equity,BMG507361001,,,,,,2013-05-31T05:00:00.000,,,USD,,,,,0,,,,,,,0,,,,40.6227,1.0,2025-12-03T06:00:00.000,Severe,,,4,Quan,ST,BMU,US Dollar,5804500.0,False
75,Galaxy Entertainment Group Ltd,0P00009RPN,0P00009RPN,E,0.29205,1165000.0,5803865.0,8000.0,Hong Kong,00027,9.6721,14.2653,3,Fairly Valued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [5845605.0, 6116459.0, 6376556.0, 5803865.0]}",Equity,HK0027032686,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,26.3859,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,HKG,Hong Kong Dollar,5803865.06,False
76,Singapore Exchange Ltd,0P0000NR0N,0P0000NR0N,E,0.28619,437200.0,5687346.0,2800.0,Singapore,S68,38.9936,25.974,2,Overvalued,Wide,Financial Services,financialService,"{'trend': [5547308.0, 5639999.0, 5569836.0, 5687346.0]}",Equity,SG1J26887955,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,19.2825,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,SGP,Singapore Dollar,5687345.65,False
77,CapitaLand Integrated Commercial Trust,0P0000A6ED,0P0000A6ED,ER,0.28116,3068259.0,5587440.0,18800.0,Singapore,C38U,26.0415,19.4175,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [5357868.0, 5437274.0, 5416740.0, 5587440.0]}",Equity,SG1M51904654,,,,,,2019-10-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,9.0338,5.0,2025-12-03T06:00:00.000,Negligible,,,3,Qual,ST,SGP,Singapore Dollar,5587440.03,False
78,Hong Kong and China Gas Co Ltd,0P00009RP1,0P00009RP1,E,0.27369,5846702.0,5438828.0,32000.0,Hong Kong,00003,24.0527,,3,Fairly Valued,,Utilities,utilities,"{'trend': [5430028.0, 5321176.0, 5052103.0, 5438828.0]}",Equity,HK0003000038,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,20.3056,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,HKG,Hong Kong Dollar,5438827.55,False
79,Singapore Technologies Engineering Ltd,0P0000A6AK,0P0000A6AK,E,0.26389,803900.0,5244236.0,4800.0,Singapore,S63,87.8587,26.5957,3,Fairly Valued,Narrow,Industrials,industrials,"{'trend': [5608041.0, 4816910.0, 5336838.0, 5244236.0]}",Equity,SG1F60858221,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,32.112,2.0,2025-12-03T06:00:00.000,High,,,2,Qual,ST,SGP,Singapore Dollar,5244236.04,False
80,KT&G Corp,0P0000CL8D,0P0000CL8D,E,0.26318,55526.0,5230103.0,328.0,South Korea,033780,26.8966,12.7065,3,Fairly Valued,,Consumer Defensive,consumerDefensive,"{'trend': [5398679.0, 5374726.0, 5256016.0, 5230103.0]}",Equity,KR7033780008,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,26.5807,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,5230102.97,False
81,Stockland Corp Ltd,0P00009Y1R,0P00009Y1R,ER,0.26209,1260875.0,5208474.0,7888.0,Australia,SGP,19.9213,15.9744,2,Overvalued,None,Real Estate,realEstate,"{'trend': [4616966.0, 5087044.0, 5082153.0, 5208474.0]}",Equity,AU000000SGP0,,,,,,2019-10-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,9.7458,5.0,2025-12-03T06:00:00.000,Negligible,,,2,Qual,ST,AUS,Australian Dollar,5208474.5,False
82,Samsung Fire & Marine Insurance Co Ltd,0P0000AVXN,0P0000AVXN,E,0.26183,16791.0,5203177.0,100.0,South Korea,000810,36.6936,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [5499897.0, 5353549.0, 5371146.0, 5203177.0]}",Equity,KR7000810002,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,16.8919,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,5203177.05,False
83,Lynas Rare Earths Ltd,0P00006WO1,0P00006WO1,E,0.25892,515399.0,5145441.0,3036.0,Australia,LYC,83.5714,41.4938,1,Overvalued,Narrow,Basic Materials,basicMaterials,"{'trend': [3367851.0, 4400700.0, 5708148.0, 5145441.0]}",Equity,AU000000LYC6,,,,,,2022-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,21.0797,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,5145440.55,False
84,Samsung Electro-Mechanics Co Ltd,0P0000BRYE,0P0000BRYE,E,0.25707,29708.0,5108587.0,188.0,South Korea,009150,126.8434,20.8333,2,Overvalued,Narrow,Technology,technology,"{'trend': [3292888.0, 3420460.0, 4071216.0, 5108587.0]}",Equity,KR7009150004,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,17.7239,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,KOR,South Korean Won,5108587.47,False
85,South32 Ltd,0P0001608R,0P0001608R,E,0.25233,2416313.0,5014430.0,15140.0,Australia,S32,6.1985,22.8833,3,Fairly Valued,None,Basic Materials,basicMaterials,"{'trend': [4721659.0, 4297668.0, 4360374.0, 5014430.0]}",Equity,AU000000S320,,,,,,2015-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.3445,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,5014430.34,False
86,HD Hyundai Heavy Industries,0P0001NBHP,0P0001NBHP,E,0.2512,11854.0,4992034.0,72.0,South Korea,329180,147.5369,24.3309,2,Overvalued,,Industrials,industrials,"{'trend': [4318579.0, 4423694.0, 4324671.0, 4992034.0]}",Equity,KR7329180004,,,,,,2022-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,24.3329,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,4992033.69,False
87,Pro Medicus Ltd,0P00006WTX,0P00006WTX,E,0.24843,28608.0,4936948.0,176.0,Australia,PME,-6.7355,156.25,1,Overvalued,Narrow,Healthcare,healthcare,"{'trend': [6109075.0, 5582578.0, 5809203.0, 4936948.0]}",Equity,AU000000PME8,,,,,,2021-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,16.5484,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,4936947.71,False
88,CK Asset Holdings Ltd,0P000163XM,0P000163XM,E,0.24017,965000.0,4772728.0,6000.0,Hong Kong,01113,27.9755,9.3197,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [4571691.0, 4531211.0, 4649309.0, 4772728.0]}",Equity,KYG2177B1014,,,,,,2015-06-30T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,14.8843,4.0,2025-12-03T06:00:00.000,Low,,,4,Qual,ST,CYM,Hong Kong Dollar,4772728.44,False
89,Medibank Pvt Ltd,0P00014IG3,0P00014IG3,E,0.23845,1483259.0,4738555.0,9124.0,Australia,MPL,30.2139,18.8324,3,Fairly Valued,Narrow,Financial Services,financialService,"{'trend': [5010311.0, 4935265.0, 4709058.0, 4738555.0]}",Equity,AU000000MPL3,,,,,,2014-12-31T06:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.9986,3.0,2025-12-03T06:00:00.000,Medium,,,2,Qual,ST,AUS,Australian Dollar,4738555.41,False
90,Sigma Healthcare Ltd,0P00006WWU,0P00006WWU,E,0.23724,2315663.0,4714600.0,13584.0,Australia,SIG,7.0438,42.9185,2,Overvalued,Narrow,Healthcare,healthcare,"{'trend': [4531337.0, 4714600.0, None, None]}",Equity,AU000000SIG5,,,,,,2025-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,16.152,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,4714600.47,False
91,Power Assets Holdings Ltd,0P00009RP4,0P00009RP4,E,0.23489,735000.0,4667868.0,4000.0,Hong Kong,00006,8.4608,,3,Fairly Valued,None,Utilities,utilities,"{'trend': [4992178.0, 4768483.0, 4630055.0, 4667868.0]}",Equity,HK0006000050,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,30.7905,2.0,2025-12-03T06:00:00.000,High,,,3,Qual,ST,HKG,Hong Kong Dollar,4667867.53,False
92,Samsung Life Insurance Co Ltd,0P0000O50Q,0P0000O50Q,E,0.2307,42333.0,4584651.0,264.0,South Korea,032830,53.9942,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [3966467.0, 4351208.0, 4695489.0, 4584651.0]}",Equity,KR7032830002,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,18.4701,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,4584651.27,False
93,WiseTech Global Ltd,0P00017S3Y,0P00017S3Y,E,0.2284,100310.0,4538968.0,628.0,Australia,WTC,-41.9272,107.5269,5,Undervalued,Wide,Technology,technology,"{'trend': [7943925.0, 6667285.0, 5962298.0, 4538968.0]}",Equity,AU000000WTC3,,,,,,2019-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.9423,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,4538967.88,True
94,CAR Group Ltd,0P0000MPEX,0P0000MPEX,E,0.22714,193137.0,4513806.0,1224.0,Australia,CAR,-17.6241,38.3142,3,Fairly Valued,Narrow,Communication Services,communicationsServices,"{'trend': [4882294.0, 5095430.0, 4678060.0, 4513806.0]}",Equity,AU000000CAR3,,,,,,2020-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,15.6662,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,4513805.56,False
95,CapitaLand Ascendas REIT Units,0P0000A6DZ,0P0000A6DZ,ER,0.21907,2009130.0,4353411.0,12000.0,Singapore,A17U,14.5148,17.762,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [4255548.0, 4057167.0, 4322055.0, 4353411.0]}",Equity,SG1M77906915,,,,,,2019-10-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,13.4748,4.0,2025-12-03T06:00:00.000,Low,,,4,Qual,ST,SGP,Singapore Dollar,4353410.89,False
96,The Lottery Corp Ltd,0P0001P3VH,0P0001P3VH,E,0.21484,1185752.0,4269389.0,7308.0,Australia,TLC,6.1644,29.3255,3,Fairly Valued,Wide,Consumer Cyclical,consumerCyclical,"{'trend': [4260625.0, 4550561.0, 4592361.0, 4269389.0]}",Equity,AU0000219529,,,,,,2022-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.0355,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,4269388.78,False
97,Hyosung Heavy Industries Co Ltd Ordinary Shares,0P0001DYXF,0P0001DYXF,E,0.21197,2811.0,4212307.0,16.0,South Korea,298040,350.1144,,2,Overvalued,,Industrials,industrials,"{'trend': [2669399.0, 4212307.0, None, None]}",Equity,KR7298040007,,,,,,2025-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,26.3413,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,4212307.42,False
98,Korea Electric Power Corp,0P0000BYJQ,0P0000BYJQ,E,0.20796,138383.0,4132793.0,864.0,South Korea,015760,136.2317,,3,Fairly Valued,,Utilities,utilities,"{'trend': [3963022.0, 3616802.0, 3533416.0, 4132793.0]}",Equity,KR7015760002,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,33.3256,2.0,2025-12-03T06:00:00.000,High,,,3,Quan,ST,KOR,South Korean Won,4132792.88,False
99,Auckland International Airport Ltd,0P0000ATUZ,0P0000ATUZ,E,0.20594,880155.0,4092648.0,5444.0,New Zealand,AIA,0.8885,43.8596,4,Undervalued,Wide,Industrials,industrials,"{'trend': [4031692.0, 3918412.0, 4002259.0, 4092648.0]}",Equity,NZAIAE0002S6,,,,,,2013-05-31T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,18.5015,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,NZL,New Zealand Dollar,4092647.8,False
100,WH Group Ltd Shs Unitary 144A/Reg S,0P00013TTV,0P00013TTV,E,0.20313,4205700.0,4036762.0,26000.0,Hong Kong,00288,48.7383,112.3596,3,Fairly Valued,Narrow,Consumer Defensive,consumerDefensive,"{'trend': [4359770.0, 4465559.0, 4528671.0, 4036762.0]}",Equity,KYG960071028,,,,,,2014-08-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,36.288,2.0,2025-12-03T06:00:00.000,High,,,3,Qual,ST,CYM,Hong Kong Dollar,4036762.05,False
101,APA Group,0P0000A1NH,0P0000A1NH,E,0.20173,667066.0,4008858.0,4104.0,Australia,APA,31.6576,42.3729,3,Fairly Valued,Narrow,Utilities,utilities,"{'trend': [3723811.0, 3845978.0, 3901677.0, 4008858.0]}",Equity,AU000000APA1,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,43.4625,1.0,2025-12-03T06:00:00.000,Severe,,,3,Qual,ST,AUS,Australian Dollar,4008857.66,False
102,JB Hi Fi Ltd,0P00006WMC,0P00006WMC,E,0.20169,58465.0,4008065.0,368.0,Australia,JBH,2.236,20.3252,1,Overvalued,None,Consumer Cyclical,consumerCyclical,"{'trend': [4324648.0, 4472269.0, 4466439.0, 4008065.0]}",Equity,AU000000JBH7,,,,,,2020-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,12.526,4.0,2025-12-03T06:00:00.000,Low,,,1,Qual,ST,AUS,Australian Dollar,4008064.82,False
103,Washington H Soul Pattinson and Co Ltd,0P00006X1H,0P00006X1H,E,0.20125,162474.0,3999271.0,888.0,Australia,SOL,5.1047,38.61,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [3418827.0, 3632298.0, 4121937.0, 3999271.0]}",Equity,AU000000SOL3,,,,,,2019-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,12.5871,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,3999271.3,False
104,ASX Ltd,0P00006W9V,0P00006W9V,E,0.19474,104720.0,3869927.0,660.0,Australia,ASX,-12.7207,23.0947,5,Undervalued,Wide,Financial Services,financialService,"{'trend': [4860880.0, 4275310.0, 4040704.0, 3869927.0]}",Equity,AU000000ASX7,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,17.8764,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,3869926.61,True
105,Technology One Ltd,0P00006WZ9,0P00006WZ9,E,0.19249,158352.0,3825243.0,984.0,Australia,TNE,-9.382,56.1798,2,Overvalued,Wide,Technology,technology,"{'trend': [4320238.0, 4134331.0, 4011210.0, 3825243.0]}",Equity,AU000000TNE8,,,,,,2025-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,19.2352,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,3825243.35,False
106,Singapore Airlines Ltd,0P0000A68O,0P0000A68O,E,0.19223,749860.0,3820025.0,4400.0,Singapore,C6L,5.0078,26.2467,3,Fairly Valued,None,Industrials,industrials,"{'trend': [3952895.0, 3748292.0, 3770089.0, 3820025.0]}",Equity,SG1V61937297,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,23.2169,3.0,2025-12-03T06:00:00.000,Medium,,,4,Qual,ST,SGP,Singapore Dollar,3820025.2,False
107,ALS Ltd,0P00006WCP,0P00006WCP,E,0.19214,268530.0,3818227.0,1616.0,Australia,ALQ,44.3136,25.1256,1,Overvalued,Narrow,Industrials,industrials,"{'trend': [3087075.0, 3105350.0, 3523793.0, 3818227.0]}",Equity,AU000000ALQ6,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,16.0555,4.0,2025-12-03T06:00:00.000,Low,,,2,Qual,ST,AUS,Australian Dollar,3818227.33,False
108,Orica Ltd,0P00006WRW,0P00006WRW,E,0.18888,257686.0,3753444.0,1648.0,Australia,ORI,33.2966,17.5747,2,Overvalued,None,Basic Materials,basicMaterials,"{'trend': [3739154.0, 3784961.0, 3587229.0, 3753444.0]}",Equity,AU000000ORI1,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,36.0245,2.0,2025-12-03T06:00:00.000,High,,,2,Qual,ST,AUS,Australian Dollar,3753444.42,False
